"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
4.109947822E0,-1.884000015E1,1.277999973E1,2.645999908E1
4.119946488E0,-1.884000015E1,1.277999973E1,2.657999992E1
4.129945221E0,-1.865999985E1,1.230000019E1,2.621999931E1
4.139943954E0,-1.823999977E1,1.223999977E1,2.687999916E1
4.149942687E0,-1.818000031E1,1.289999962E1,2.663999939E1
4.159941420E0,-1.823999977E1,1.289999962E1,2.718000031E1
4.169940153E0,-1.835999870E1,1.296000004E1,2.723999977E1
4.179938886E0,-1.842000008E1,1.277999973E1,2.693999863E1
4.189937619E0,-1.853999901E1,1.265999985E1,2.693999863E1
4.199936319E0,-1.847999954E1,1.259999943E1,2.651999855E1
4.209935085E0,-1.860000038E1,1.277999973E1,2.634000015E1
4.219933851E0,-1.842000008E1,1.265999985E1,2.651999855E1
4.229932551E0,-1.842000008E1,1.277999973E1,2.634000015E1
4.239931317E0,-1.835999870E1,1.230000019E1,2.627999878E1
4.249930083E0,-1.853999901E1,1.188000011E1,2.621999931E1
4.259928849E0,-1.884000015E1,1.175999928E1,2.615999985E1
4.269927615E0,-1.907999992E1,1.139999962E1,2.615999985E1
4.279926381E0,-1.926000023E1,1.139999962E1,2.603999901E1
4.289925147E0,-1.919999886E1,1.121999931E1,2.592000008E1
4.299923913E0,-1.919999886E1,1.092000008E1,2.537999916E1
