"Time (s)","Pressure (hPa)"
2.029940087E2,1.000313721E3
2.030939968E2,1.000308350E3
2.031939849E2,1.000304443E3
2.032939730E2,1.000309326E3
2.033939613E2,1.000303467E3
2.034939495E2,1.000299805E3
2.035939377E2,1.000306641E3
2.036939259E2,1.000299561E3
2.037939141E2,1.000300293E3
2.038939023E2,1.000301758E3
2.039938905E2,1.000301758E3
2.040938787E2,1.000291992E3
2.041938666E2,1.000301270E3
2.042938545E2,1.000305176E3
2.043938426E2,1.000303467E3
2.044938308E2,1.000299316E3
2.045938189E2,1.000297607E3
2.046938071E2,1.000294678E3
2.047937953E2,1.000295410E3
2.048937835E2,1.000292236E3
