"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.185250023E1,4.119186476E-2,6.908091903E-2,-6.608645618E-2
3.195256028E1,-9.869627655E-2,-2.497907430E-1,1.638035290E-2
3.205262746E1,4.424619302E-2,-6.897462159E-2,8.235380054E-2
3.215269611E1,3.173029423E-1,-3.200402558E-1,3.898236528E-2
3.225276489E1,3.337963223E-1,-2.071627229E-2,1.953638643E-1
3.235283570E1,-1.683349162E-1,4.881345034E-1,8.540812880E-2
3.245290095E1,-1.976564527E-1,3.067075014E-1,1.348882169E-1
3.255296296E1,2.103331126E-2,-2.076410353E-1,8.174293488E-2
3.265303335E1,9.739146382E-2,-3.719637692E-1,2.179658860E-1
3.275309463E1,-6.570954621E-2,-3.322575390E-1,9.151677787E-2
3.285316761E1,-4.444460273E-1,-1.838172972E-1,-1.662683636E-1
3.295324316E1,3.447234631E-2,-1.813738197E-1,-4.808639586E-1
3.305329941E1,7.967637479E-2,1.845344603E-1,-4.776049778E-2
3.315337899E1,2.439991236E-1,1.191718653E-1,1.271515992E-2
3.325343424E1,-5.593570694E-2,3.763461411E-1,-1.815399975E-1
3.335349998E1,-1.158005074E-1,3.091509640E-1,-2.145267129E-1
3.345358197E1,1.614639163E-2,3.384725153E-1,-1.112904847E-1
3.355379207E1,-2.825667262E-1,3.853765503E-2,7.502341270E-2
3.365385499E1,1.431379374E-2,-4.153352380E-1,8.907331526E-2
3.375392870E1,-2.825667262E-1,-2.363516986E-1,2.741655111E-1
3.385400405E1,-2.300323099E-1,1.898996718E-2,6.036264822E-2
3.395406160E1,-1.622262597E-1,1.973626316E-1,8.052120358E-2
3.405412931E1,7.540032268E-2,2.101908028E-1,1.361099333E-1
3.415419453E1,1.896321326E-1,-1.868716180E-1,1.703183949E-1
3.425426247E1,7.594276685E-3,-2.621405944E-2,1.837574244E-1
3.435433742E1,1.132739633E-1,-1.557174921E-1,9.457110614E-2
3.445440230E1,1.548127979E-1,-1.435001791E-1,-8.257982135E-2
3.455447148E1,-1.280178130E-1,-1.728217155E-1,-9.601885080E-2
3.465452777E1,-8.288219571E-3,-6.592030078E-2,-2.432373762E-1
3.475460578E1,-2.135389447E-1,2.743316293E-1,-2.145267129E-1
3.485467139E1,6.684820354E-2,3.060966134E-1,-2.194136381E-1
3.495473160E1,6.623734534E-2,1.888104975E-1,-1.711552739E-1
3.505479965E1,1.492465939E-2,1.210044622E-1,-1.599550620E-2
3.515486723E1,4.363532737E-2,-1.862607598E-1,1.599336863E-1
3.525493285E1,4.424619302E-2,-2.284104675E-1,5.058880523E-2
3.535499989E1,-6.326609105E-2,1.863670498E-1,3.071522117E-1
3.545506677E1,1.675725542E-2,-4.222911317E-3,2.197984755E-1
3.555514252E1,-5.288138241E-2,1.527694613E-1,1.916986704E-1
3.565520150E1,8.517416567E-2,-7.141809165E-2,1.049558073E-1
3.575528015E1,1.346542537E-1,-2.510124743E-1,1.128970534E-1
3.585534244E1,-2.239236385E-1,-1.648804843E-1,6.708216667E-2
3.595540955E1,-1.280178130E-1,-1.141786575E-1,-6.486472487E-2
3.605547760E1,-2.905763872E-2,3.242900595E-2,1.483272463E-1
3.615554405E1,2.097906768E-1,4.464630783E-2,-2.615633309E-1
3.625561390E1,-1.463437676E-1,1.998060793E-1,-2.004768103E-1
3.635567048E1,-3.089023381E-2,3.024314344E-1,-2.969935238E-1
3.645574186E1,-1.530632824E-1,-5.003780499E-2,-2.297983468E-1
3.655580588E1,2.146776021E-1,-2.180257440E-1,-2.821280994E-2
3.665587416E1,-1.512306780E-1,-1.795412302E-1,2.833284736E-1
3.675594001E1,1.736812107E-2,-3.982309997E-1,2.155224085E-1
3.685601456E1,-2.776797712E-1,3.232008815E-1,-1.186208650E-1
3.695607448E1,-1.195341069E-2,-7.325068861E-2,1.916986704E-1
3.705614292E1,-2.233812027E-2,-6.775289774E-2,5.119966716E-2
3.715620784E1,3.289093971E-1,2.496606437E-3,8.540812880E-2
3.725628225E1,1.529802084E-1,1.515477300E-1,-2.576934919E-2
3.735634227E1,7.173512876E-2,5.686361343E-2,-8.441241086E-2
3.745641641E1,1.823017448E-1,9.595899284E-2,1.454775594E-2
3.755647833E1,3.631178737E-1,1.130632162E-1,3.653890640E-2
3.765653974E1,9.006109089E-2,1.423847526E-1,-1.308381706E-1
