"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.771891870E1,3.879178762E-1,2.309493065E0,-8.505358696E-1
2.781898603E1,-1.223243475E0,-8.350954056E-1,-5.562478304E-1
2.791906303E1,-6.585270762E-1,2.661981583E-1,1.100845933E0
2.801913212E1,5.060728788E-1,6.713476181E-1,-2.853950262E-1
2.811919946E1,-6.323919296E-1,-2.273578644E-1,4.486317635E-1
2.821925628E1,4.066812992E-2,-5.363559723E-2,4.474264383E-1
2.831932322E1,-8.128499985E-1,7.682733536E-1,3.436831236E-1
2.841938992E1,2.565537095E-1,-7.234582901E-1,5.462384224E-2
2.851945751E1,-3.931618333E-1,4.361743927E-1,-9.289054871E-1
2.861953074E1,7.542932630E-1,3.054313660E-1,-4.704143405E-1
2.871959804E1,1.793620586E-1,6.658267975E-2,1.473449469E-1
2.881966474E1,-3.245837688E-1,-8.064355850E-1,3.147362471E-1
2.891972614E1,3.665395975E-1,3.677434921E-1,6.271988153E-1
2.901979313E1,-1.070051193E-1,-1.728334427E-1,4.639971256E-1
2.911986406E1,4.252337217E-1,-5.873346329E-1,4.844908714E-1
2.921993149E1,5.852992535E-1,7.372264862E-1,2.155013084E-1
2.931999866E1,8.050107956E-2,1.720190048E-1,-5.539274216E-2
2.942006729E1,5.848072767E-1,4.333286285E-1,-5.614708066E-1
2.952013359E1,-1.387078762E-1,1.797952652E-1,-8.772397041E-2
2.962020068E1,-1.065875292E-1,-2.606687546E-1,-2.158882618E-1
2.972026078E1,2.182635069E-1,1.093864441E-2,-4.785056114E-1
2.982032821E1,-6.185523272E-1,-2.542505264E-1,8.066082001E-2
2.992039651E1,1.814055443E-2,-1.422138214E-1,-2.449514270E-1
3.002046564E1,-6.293662786E-1,-6.910324097E-2,4.588328600E-1
3.012053264E1,-3.338490725E-1,9.373159409E-1,4.119104147E-1
3.022059843E1,-4.986344576E-1,9.395980835E-2,3.032457829E-1
3.032067110E1,-6.538888216E-1,3.957357407E-1,6.633162498E-3
3.042073829E1,-2.004221678E-1,-3.789625168E-1,-2.583462000E-1
3.052080536E1,-8.710627556E-1,-7.756710052E-1,5.617848635E-1
3.062086716E1,1.839904785E-1,6.072282791E-1,-7.784782052E-1
3.072093336E1,-6.774023771E-1,-5.927257538E-1,-9.384173155E-2
3.082099972E1,-1.174167991E-1,4.063138962E-1,4.431927204E-2
3.092106765E1,1.264848709E-1,3.423471451E-1,-1.213716269E-1
3.102113672E1,-3.055715561E-2,4.794616699E-1,4.343678951E-1
3.112120485E1,1.447764635E-1,-3.810625076E-1,3.991460800E-1
3.122127488E1,-1.873589754E-1,7.202320099E-1,-4.744406939E-1
3.132134054E1,7.522320747E-2,-1.101198196E0,1.334949732E-1
3.142141271E1,4.808104038E-2,1.261784554E0,-1.793617010E-1
3.152147890E1,3.298752308E-1,3.229141235E-2,-4.842835665E-1
3.162155354E1,-4.859699011E-1,-1.206125259E0,-2.940019965E-1
3.172161323E1,1.665373087E0,1.566946030E0,4.276785851E-1
3.182167663E1,-9.532041550E-1,5.332145691E-1,-4.657163620E-1
3.192173669E1,-9.428311586E-1,-8.909511566E-1,-2.866511345E-1
3.202180626E1,3.653752804E-2,1.129831314E0,-8.040094972E-1
3.212187569E1,-2.471092939E-1,-2.694807053E-1,-2.494254112E-1
3.222194292E1,-8.315879703E-1,-5.764770508E-2,-9.163532853E-1
3.232201058E1,2.440091372E-1,-8.520507812E-2,-8.444477320E-1
3.242209058E1,-1.913466454E-1,-5.887889862E-2,1.530634165E-1
3.252215701E1,-2.850288153E-1,8.590984344E-2,2.842767239E-1
3.262222344E1,-1.707843542E-1,6.644563675E-1,1.763570309E-1
3.272227364E1,-1.668152809E-1,-6.796369553E-1,-1.182467341E-1
3.282234044E1,6.716413498E-1,4.364795685E-1,-6.109281778E-1
3.292240700E1,-4.441046715E-1,3.838539124E-2,8.599362373E-1
3.302248000E1,-2.461178303E-1,-2.495374680E-1,4.170881510E-1
3.312255206E1,8.539153337E-1,9.416580200E-2,4.872220755E-1
3.322262183E1,3.927731514E-2,4.415187836E-1,8.355782032E-1
3.332268652E1,5.280914307E-1,-2.954549789E-1,-2.777197361E-1
3.342275359E1,3.600957990E-1,1.393624306E0,2.471199036E-1
3.352299279E1,-7.160516381E-1,-6.470603943E-1,-6.334872246E-1
3.362305932E1,1.329798102E-1,-2.989807129E-1,-1.049808383E0
3.372312019E1,-9.289897084E-1,1.123491287E0,-2.686126232E0
3.382317645E1,-3.197368383E-1,-1.102798462E0,-2.325863123E0
3.392324378E1,-5.150670409E-1,1.063752174E0,4.641369581E-1
3.402331331E1,-2.349227667E-1,-9.036722183E-1,5.343188047E-1
3.412338074E1,-2.057025433E-1,8.776464462E-1,-6.318514347E-1
3.422344758E1,2.279522419E-1,2.411003113E-1,-8.236539364E-2
3.432351427E1,-3.426287174E-1,-3.084955215E-1,6.893444061E-1
3.442358210E1,-1.247433424E-1,-1.822767258E-1,-4.630157351E-1
3.452365220E1,1.543009281E-2,4.546365738E-1,-1.003948092E0
3.462372040E1,4.465222359E-3,-1.263389587E-1,6.295931339E-2
3.472378450E1,4.901081324E-1,8.672647476E-1,5.623480082E-1
3.482384846E1,-3.066682816E-2,-5.418853760E-1,-4.806177020E-1
3.492392056E1,5.318951607E-2,4.506082535E-1,3.678699732E-1
3.502399006E1,1.837104559E-1,-5.092611313E-1,2.943273783E-1
3.512405772E1,-5.620225072E-1,5.926914215E-1,-6.125519872E-1
3.522412102E1,-1.254639626E-1,-5.796051025E-1,-5.006199479E-1
3.532418822E1,-1.364979744E-1,9.149932861E-1,-5.723684430E-1
3.542425505E1,-8.017275929E-1,-2.408847809E-1,9.107083082E-1
3.552432041E1,1.795182228E-1,-9.450588226E-1,8.346018791E-1
3.562438744E1,1.645557880E-1,5.531234741E-1,3.789865971E-1
3.572445904E1,-3.562115431E-1,6.913375854E-1,1.435027122E-1
3.582452664E1,-3.913283348E-3,-1.652240753E-2,-3.880395293E-1
3.592459383E1,-1.235878468E-2,-7.714147568E-1,3.544826508E-1
3.602466140E1,-2.735377550E-1,3.588180542E-1,4.253977537E-1
3.612473266E1,2.722853422E-1,5.040731430E-1,-6.760214567E-1
3.622480632E1,-2.002573013E-1,-1.292318344E0,-6.148946285E-2
3.632486809E1,1.686241627E-1,8.882951736E-1,9.781432152E-1
3.642493029E1,1.593418121E-1,1.197700500E0,-4.185930490E-1
3.652499078E1,-8.513430357E-1,-2.905471325E0,1.153173685E0
3.662506898E1,-3.800272346E-1,3.017763138E0,-2.339617491E0
3.672513444E1,-9.653909802E-1,1.902561188E-1,-8.619741201E-1
3.682520141E1,-2.367866039E-2,-5.807266235E-1,1.681699753E-1
3.692525790E1,7.518728971E-1,7.082309723E-1,-2.461017370E-1
3.702532680E1,-8.756105900E-1,-1.510583878E0,-1.076679111E0
3.712539423E1,6.656910181E-1,6.049709320E-1,1.438643575E0
