"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.890796122E1,-8.000000119E-1,-3.329999924E1,-3.229999924E1
2.900802841E1,-1.700000048E0,-3.270000076E1,-3.270000076E1
2.910809251E1,-2.400000095E0,-3.210000229E1,-3.310000229E1
2.920815961E1,-2.799999952E0,-3.210000229E1,-3.270000076E1
2.930822674E1,-2.400000095E0,-3.279999924E1,-3.220000076E1
2.940829384E1,-2.299999952E0,-3.420000076E1,-3.089999962E1
2.950835980E1,-3.000000000E0,-3.529999924E1,-3.010000038E1
2.960842550E1,-3.500000000E0,-3.600000000E1,-2.930000114E1
2.970849346E1,-3.600000143E0,-3.620000076E1,-2.910000038E1
2.980856293E1,-3.200000048E0,-3.629999924E1,-2.870000076E1
2.990863199E1,-3.200000048E0,-3.570000076E1,-2.939999962E1
3.000869902E1,-3.600000143E0,-3.490000153E1,-3.010000038E1
3.010876519E1,-4.400000095E0,-3.429999924E1,-3.050000000E1
3.020883212E1,-4.500000000E0,-3.379999924E1,-3.070000076E1
3.030889881E1,-4.300000191E0,-3.379999924E1,-3.089999962E1
3.040896581E1,-3.799999952E0,-3.370000076E1,-3.110000038E1
3.051451051E1,-3.500000000E0,-3.390000153E1,-3.089999962E1
3.061724467E1,-2.799999952E0,-3.360000229E1,-3.110000038E1
3.071997930E1,-1.899999976E0,-3.310000229E1,-3.150000000E1
3.082925373E1,-1.600000024E0,-3.279999924E1,-3.150000000E1
3.092932749E1,-1.800000072E0,-3.240000153E1,-3.180000114E1
3.102939916E1,-2.200000048E0,-3.210000229E1,-3.210000229E1
3.112945939E1,-3.000000000E0,-3.200000000E1,-3.229999924E1
3.122951982E1,-3.200000048E0,-3.240000153E1,-3.189999962E1
3.132958309E1,-2.500000000E0,-3.270000076E1,-3.160000038E1
3.142965018E1,-1.300000072E0,-3.300000000E1,-3.120000076E1
3.152971608E1,-1.100000024E0,-3.320000076E1,-3.089999962E1
3.162978238E1,-1.399999976E0,-3.340000153E1,-3.050000000E1
3.172984904E1,-2.000000000E0,-3.350000000E1,-3.020000076E1
3.182991747E1,-2.000000000E0,-3.379999924E1,-3.000000000E1
3.192998637E1,-2.200000048E0,-3.370000076E1,-2.989999962E1
3.203006527E1,-2.000000000E0,-3.290000153E1,-3.050000000E1
3.213013270E1,-2.799999952E0,-3.189999962E1,-3.139999962E1
3.223020229E1,-3.600000143E0,-3.080000114E1,-3.210000229E1
3.233026479E1,-3.400000095E0,-3.000000000E1,-3.270000076E1
3.243033205E1,-2.500000000E0,-3.030000114E1,-3.220000076E1
3.253039355E1,-1.700000048E0,-3.130000114E1,-3.120000076E1
3.263045764E1,-1.600000024E0,-3.310000229E1,-2.960000038E1
3.273052391E1,-1.700000048E0,-3.440000153E1,-2.830000114E1
3.283059300E1,-1.800000072E0,-3.550000000E1,-2.750000000E1
3.293065610E1,-2.000000000E0,-3.620000076E1,-2.680000114E1
3.303072430E1,-2.100000143E0,-3.610000229E1,-2.730000114E1
3.313079182E1,-2.700000048E0,-3.550000000E1,-2.789999962E1
3.323086199E1,-4.200000286E0,-3.510000229E1,-2.860000038E1
3.333092902E1,-5.099999905E0,-3.440000153E1,-2.900000000E1
3.343099528E1,-4.900000095E0,-3.410000229E1,-2.920000076E1
3.353125402E1,-3.500000000E0,-3.410000229E1,-2.939999962E1
3.363132051E1,-2.600000143E0,-3.470000076E1,-2.900000000E1
3.373138807E1,-2.000000000E0,-3.520000076E1,-2.889999962E1
3.383145057E1,-2.100000143E0,-3.540000153E1,-2.870000076E1
3.393151817E1,-2.600000143E0,-3.579999924E1,-2.850000000E1
3.403158530E1,-3.600000143E0,-3.640000153E1,-2.770000076E1
3.413165250E1,-4.900000095E0,-3.670000076E1,-2.730000114E1
3.423171950E1,-6.300000191E0,-3.670000076E1,-2.720000076E1
3.433178663E1,-8.100000381E0,-3.660000229E1,-2.700000000E1
3.443185342E1,-8.900000572E0,-3.620000076E1,-2.710000038E1
3.453192135E1,-8.300000191E0,-3.590000153E1,-2.750000000E1
3.463198868E1,-6.500000000E0,-3.550000000E1,-2.820000076E1
3.473205632E1,-4.599999905E0,-3.550000000E1,-2.880000114E1
3.483212234E1,-3.200000048E0,-3.520000076E1,-2.910000038E1
3.493218931E1,-3.000000000E0,-3.540000153E1,-2.889999962E1
3.503225644E1,-3.500000000E0,-3.640000153E1,-2.760000038E1
3.513232447E1,-4.500000000E0,-3.760000229E1,-2.589999962E1
3.523239640E1,-4.400000095E0,-3.820000076E1,-2.510000038E1
3.533246333E1,-4.700000286E0,-3.800000000E1,-2.539999962E1
3.543252983E1,-4.800000191E0,-3.690000153E1,-2.670000076E1
3.553259089E1,-4.800000191E0,-3.560000229E1,-2.810000038E1
